Subject,Partner,SubTrial,Sex,Age,TrialType,Response,RT,RealOutcome,ScheduledOutcome,GambleAmount,Amount1,Amount2,Certain
167,-1,5,1,19,1,0,417,3,0,-4.38,5.00,-4.38,0.00
167,-1,6,1,19,1,0,583,3,0,-18.75,10.00,-18.75,0.00
167,-1,7,1,19,1,1,389,1,1,9.00,9.00,-9.00,0.00
167,-1,8,1,19,1,1,163,0,0,-1.25,2.00,-1.25,0.00
167,-1,9,1,19,1,1,217,1,1,4.00,4.00,-1.00,0.00
167,-1,10,1,19,1,0,149,3,0,-13.00,8.00,-13.00,0.00
167,-1,11,1,19,1,1,387,1,1,8.00,8.00,-2.00,0.00
167,-1,12,1,19,1,0,440,3,0,-12.00,6.00,-12.00,0.00
167,-1,13,1,19,1,1,46,0,0,-9.00,12.00,-9.00,0.00
167,-1,14,1,19,1,0,139,3,1,6.00,6.00,-9.00,0.00
167,-1,15,1,19,0,1,129,1,1,3.25,3.25,0.00,1.00
167,-1,16,1,19,0,1,54,1,1,7.00,7.00,0.00,3.00
167,-1,17,1,19,1,0,323,3,0,-7.00,8.00,-7.00,0.00
167,-1,18,1,19,0,1,393,1,1,25.00,25.00,0.00,9.00
167,-1,19,1,19,0,1,566,0,0,0.00,8.00,0.00,4.25
167,-1,20,1,19,1,0,276,3,0,-8.75,10.00,-8.75,0.00
167,-1,21,1,19,1,0,329,3,1,4.00,4.00,-8.00,0.00
167,-1,22,1,19,0,1,304,0,0,0.00,17.00,0.00,9.00
167,-1,23,1,19,1,0,373,3,1,12.00,12.00,-18.00,0.00
167,-1,24,1,19,0,1,3,1,1,10.00,10.00,0.00,6.00
167,-1,25,1,19,0,1,353,0,0,0.00,13.00,0.00,6.00
167,-1,26,1,19,1,0,294,3,0,-15.75,9.00,-15.75,0.00
167,-1,27,1,19,1,0,276,3,1,5.00,5.00,-8.13,0.00
167,-1,28,1,19,1,1,450,1,1,4.00,4.00,-4.00,0.00
167,-1,29,1,19,0,1,216,1,1,4.00,4.00,0.00,2.25
167,-1,30,1,19,1,1,77,0,0,-5.00,5.00,-5.00,0.00
167,-1,1,1,19,0,1,45,0,0,0.00,30.00,0.00,12.00
167,-1,2,1,19,1,1,771,0,0,-6.00,12.00,-6.00,0.00
167,-1,3,1,19,1,0,737,3,1,4.00,4.00,-5.00,0.00
167,-1,4,1,19,0,1,151,0,0,0.00,17.00,0.00,10.00
167,-1,5,1,19,1,0,76,3,1,2.00,2.00,-3.25,0.00
167,-1,6,1,19,1,0,25,3,0,-6.00,6.00,-6.00,0.00
167,-1,7,1,19,1,0,302,3,1,6.00,6.00,-4.50,0.00
167,-1,8,1,19,1,1,68,0,0,-2.00,4.00,-2.00,0.00
167,-1,9,1,19,0,1,58,1,1,4.00,4.00,0.00,2.00
167,-1,10,1,19,1,0,736,3,1,9.00,9.00,-4.50,0.00
167,-1,11,1,19,1,0,301,3,0,-24.00,12.00,-24.00,0.00
167,-1,12,1,19,0,1,179,1,1,22.00,22.00,0.00,10.00
167,-1,13,1,19,1,0,184,3,1,4.00,4.00,-7.00,0.00
167,-1,14,1,19,1,1,229,1,1,2.00,2.00,-0.75,0.00
167,-1,15,1,19,1,1,1171,0,0,-2.25,2.00,-2.25,0.00
167,-1,16,1,19,1,0,226,3,0,-9.38,5.00,-9.38,0.00
167,-1,17,1,19,1,0,295,3,0,-15.00,8.00,-15.00,0.00
167,-1,18,1,19,1,0,261,3,1,8.00,8.00,-5.00,0.00
167,-1,19,1,19,1,0,83,3,1,10.00,10.00,-13.75,0.00
167,-1,20,1,19,0,1,488,0,0,0.00,8.00,0.00,3.00
167,-1,21,1,19,1,1,558,1,1,8.00,8.00,-6.00,0.00
167,-1,22,1,19,0,,0,,1,13.00,13.00,0.00,5.00
167,-1,23,1,19,0,1,153,1,1,24.00,24.00,0.00,12.00
167,-1,24,1,19,1,0,175,3,0,-18.00,9.00,-18.00,0.00
167,-1,25,1,19,0,1,157,0,0,0.00,7.00,0.00,4.00
167,-1,26,1,19,1,1,226,0,0,-3.75,10.00,-3.75,0.00
167,-1,27,1,19,1,1,95,1,1,5.00,5.00,-3.13,0.00
167,-1,28,1,19,1,0,52,3,0,-15.00,12.00,-15.00,0.00
167,-1,29,1,19,1,0,322,3,0,-10.50,6.00,-10.50,0.00
167,-1,30,1,19,0,0,1248,3,1,11.00,11.00,0.00,6.00
167,-1,1,1,19,1,0,470,3,1,9.00,9.00,-11.25,0.00
167,-1,2,1,19,1,0,348,3,1,6.00,6.00,-7.50,0.00
167,-1,3,1,19,1,0,704,3,0,-21.00,12.00,-21.00,0.00
167,-1,4,1,19,0,1,390,1,1,19.00,19.00,0.00,8.00
167,-1,5,1,19,0,1,1331,0,0,0.00,12.00,0.00,5.00
167,-1,6,1,19,1,0,218,3,0,-13.50,9.00,-13.50,0.00
167,-1,7,1,19,1,0,103,3,1,10.00,10.00,-16.25,0.00
167,-1,8,1,19,1,0,501,3,0,-3.00,6.00,-3.00,0.00
167,-1,9,1,19,1,0,2,3,0,-12.00,12.00,-12.00,0.00
167,-1,10,1,19,1,0,55,3,1,5.00,5.00,-6.88,0.00
167,-1,11,1,19,1,0,157,3,0,-2.75,2.00,-2.75,0.00
167,-1,12,1,19,1,1,274,0,0,-3.00,12.00,-3.00,0.00
167,-1,13,1,19,1,0,448,3,1,5.00,5.00,-2.50,0.00
167,-1,14,1,19,1,1,181,0,0,-5.63,5.00,-5.63,0.00
167,-1,15,1,19,1,0,123,3,0,-3.00,4.00,-3.00,0.00
167,-1,16,1,19,1,0,41,3,1,4.00,4.00,-6.00,0.00
167,-1,17,1,19,0,1,734,1,1,5.00,5.00,0.00,2.00
167,-1,18,1,19,1,1,404,1,1,9.00,9.00,-2.25,0.00
167,-1,19,1,19,0,1,186,0,0,0.00,26.00,0.00,10.00
167,-1,20,1,19,1,1,312,1,1,6.00,6.00,-1.50,0.00
167,-1,21,1,19,1,1,174,1,1,10.00,10.00,-6.25,0.00
167,-1,22,1,19,1,0,476,3,0,-6.75,9.00,-6.75,0.00
167,-1,23,1,19,1,1,233,1,1,8.00,8.00,-3.00,0.00
167,-1,24,1,19,1,0,62,3,0,-11.25,10.00,-11.25,0.00
167,-1,25,1,19,0,0,483,3,1,5.00,5.00,0.00,3.00
167,-1,26,1,19,1,0,401,3,1,2.00,2.00,-1.75,0.00
167,-1,27,1,19,0,1,159,0,0,0.00,28.00,0.00,13.00
167,-1,28,1,19,1,0,125,3,1,8.00,8.00,-11.00,0.00
167,-1,29,1,19,0,1,571,0,0,0.00,25.00,0.00,10.00
167,-1,30,1,19,1,1,153,0,0,-1.88,5.00,-1.88,0.00
167,1,1,1,19,1,0,361,3,0,-3.75,2.00,-3.75,0.00
167,1,2,1,19,0,1,231,1,1,17.00,17.00,0.00,9.00
167,1,3,1,19,1,0,212,3,0,-15.75,9.00,-15.75,0.00
167,1,4,1,19,1,0,170,3,0,-8.75,10.00,-8.75,0.00
167,1,5,1,19,0,1,240,1,1,3.25,3.25,0.00,1.00
167,1,6,1,19,1,0,301,3,0,-12.00,6.00,-12.00,0.00
167,1,7,1,19,1,0,259,3,1,6.00,6.00,-9.00,0.00
167,1,8,1,19,1,0,16,3,1,12.00,12.00,-18.00,0.00
167,1,9,1,19,1,1,1990,1,1,9.00,9.00,-9.00,0.00
167,1,10,1,19,0,1,4,0,0,0.00,13.00,0.00,6.00
167,1,11,1,19,0,1,377,0,0,0.00,22.00,0.00,13.00
167,1,12,1,19,0,1,143,1,1,7.00,7.00,0.00,3.00
167,1,13,1,19,1,0,213,3,1,5.00,5.00,-5.00,0.00
167,1,14,1,19,1,0,66,3,0,-9.00,12.00,-9.00,0.00
167,1,15,1,19,1,1,263,1,1,4.00,4.00,-4.00,0.00
167,1,16,1,19,0,1,277,0,0,0.00,8.00,0.00,4.25
167,1,17,1,19,0,1,146,1,1,10.00,10.00,0.00,6.00
167,1,18,1,19,1,0,80,3,0,-13.00,8.00,-13.00,0.00
167,1,19,1,19,0,1,38,0,0,0.00,25.00,0.00,9.00
167,1,20,1,19,1,0,92,3,1,4.00,4.00,-8.00,0.00
167,1,21,1,19,1,0,1,3,0,-1.25,2.00,-1.25,0.00
167,1,22,1,19,1,1,799,1,1,4.00,4.00,-1.00,0.00
167,1,23,1,19,1,0,180,3,1,8.00,8.00,-9.00,0.00
167,1,24,1,19,1,0,65,3,0,-18.75,10.00,-18.75,0.00
167,1,25,1,19,0,1,808,0,0,0.00,12.00,0.00,4.00
167,1,26,1,19,1,1,246,1,1,8.00,8.00,-2.00,0.00
167,1,27,1,19,1,0,316,3,0,-7.00,8.00,-7.00,0.00
167,1,28,1,19,0,0,73,3,1,4.00,4.00,0.00,2.25
167,1,29,1,19,1,0,207,3,1,5.00,5.00,-8.13,0.00
167,1,30,1,19,1,0,276,3,0,-4.38,5.00,-4.38,0.00
167,1,1,1,19,0,0,71,3,0,0.00,17.00,0.00,10.00
167,1,2,1,19,1,0,533,3,1,5.00,5.00,-3.13,0.00
167,1,3,1,19,1,0,459,3,1,9.00,9.00,-4.50,0.00
167,1,4,1,19,1,0,177,3,0,-9.38,5.00,-9.38,0.00
167,1,5,1,19,1,0,22,3,0,-18.00,9.00,-18.00,0.00
167,1,6,1,19,1,0,107,3,1,2.00,2.00,-3.25,0.00
167,1,7,1,19,0,0,185,3,0,0.00,7.00,0.00,4.00
167,1,8,1,19,1,1,366,0,0,-3.75,10.00,-3.75,0.00
167,1,9,1,19,1,0,244,3,1,12.00,12.00,-24.00,0.00
167,1,10,1,19,1,0,314,3,1,4.00,4.00,-7.00,0.00
167,1,11,1,19,0,0,304,3,0,0.00,11.00,0.00,6.00
167,1,12,1,19,1,0,22,3,0,-13.75,10.00,-13.75,0.00
167,1,13,1,19,1,,0,,1,2.00,2.00,-0.75,0.00
167,1,14,1,19,1,1,89,1,1,8.00,8.00,-5.00,0.00
167,1,15,1,19,1,0,246,3,0,-15.00,8.00,-15.00,0.00
167,1,16,1,19,1,0,99,3,0,-5.00,4.00,-5.00,0.00
167,1,17,1,19,0,1,289,1,1,13.00,13.00,0.00,5.00
167,1,18,1,19,1,0,199,3,0,-2.25,2.00,-2.25,0.00
167,1,19,1,19,1,0,660,3,1,8.00,8.00,-6.00,0.00
167,1,20,1,19,0,1,418,1,1,4.00,4.00,0.00,2.00
167,1,21,1,19,0,1,479,1,1,24.00,24.00,0.00,12.00
167,1,22,1,19,1,0,132,3,0,-15.00,12.00,-15.00,0.00
167,1,23,1,19,0,1,186,1,1,22.00,22.00,0.00,10.00
167,1,24,1,19,0,0,184,3,0,0.00,30.00,0.00,12.00
167,1,25,1,19,1,1,166,0,0,-2.00,4.00,-2.00,0.00
167,1,26,1,19,1,0,355,3,1,6.00,6.00,-4.50,0.00
167,1,27,1,19,1,0,305,3,0,-6.00,6.00,-6.00,0.00
167,1,28,1,19,1,0,69,3,1,6.00,6.00,-10.50,0.00
167,1,29,1,19,0,,0,,0,0.00,8.00,0.00,3.00
167,1,30,1,19,1,1,65,1,1,12.00,12.00,-6.00,0.00
167,1,1,1,19,1,0,163,3,1,12.00,12.00,-21.00,0.00
167,1,2,1,19,0,0,9,3,0,0.00,28.00,0.00,13.00
167,1,3,1,19,1,1,886,1,1,6.00,6.00,-1.50,0.00
167,1,4,1,19,1,0,67,3,0,-11.00,8.00,-11.00,0.00
167,1,5,1,19,1,1,289,0,0,-3.00,6.00,-3.00,0.00
167,1,6,1,19,0,1,166,1,1,25.00,25.00,0.00,10.00
167,1,7,1,19,1,0,180,3,0,-11.25,10.00,-11.25,0.00
167,1,8,1,19,1,1,651,0,0,-1.88,5.00,-1.88,0.00
167,1,9,1,19,1,1,296,1,1,5.00,5.00,-2.50,0.00
167,1,10,1,19,1,1,1102,0,0,-13.50,9.00,-13.50,0.00
167,1,11,1,19,0,1,60,1,1,19.00,19.00,0.00,8.00
167,1,12,1,19,1,0,393,3,1,9.00,9.00,-2.25,0.00
167,1,13,1,19,1,0,14,3,0,-2.75,2.00,-2.75,0.00
167,1,14,1,19,1,,0,,1,10.00,10.00,-6.25,0.00
167,1,15,1,19,1,0,66,3,1,4.00,4.00,-6.00,0.00
167,1,16,1,19,1,1,344,0,0,-3.00,12.00,-3.00,0.00
167,1,17,1,19,1,0,134,3,1,10.00,10.00,-16.25,0.00
167,1,18,1,19,0,1,147,0,0,0.00,12.00,0.00,5.00
167,1,19,1,19,1,0,224,3,0,-11.25,9.00,-11.25,0.00
167,1,20,1,19,1,0,301,3,1,4.00,4.00,-3.00,0.00
167,1,21,1,19,1,0,27,3,1,5.00,5.00,-6.88,0.00
167,1,22,1,19,1,,0,,0,-6.75,9.00,-6.75,0.00
167,1,23,1,19,1,1,14,0,0,-12.00,12.00,-12.00,0.00
167,1,24,1,19,1,0,291,3,1,2.00,2.00,-1.75,0.00
167,1,25,1,19,0,,0,,0,0.00,5.00,0.00,3.00
167,1,26,1,19,0,1,166,1,1,5.00,5.00,0.00,2.00
167,1,27,1,19,0,,0,,0,0.00,26.00,0.00,10.00
167,1,28,1,19,1,0,913,3,0,-5.63,5.00,-5.63,0.00
167,1,29,1,19,1,0,208,3,1,6.00,6.00,-7.50,0.00
167,1,30,1,19,1,1,126,1,1,8.00,8.00,-3.00,0.00
168,0,1,0,23,0,1,650,1,1,10.00,10.00,0.00,6.00
168,0,2,0,23,1,0,1079,3,0,-15.75,9.00,-15.75,0.00
168,0,3,0,23,1,1,972,0,0,-8.75,10.00,-8.75,0.00
168,0,4,0,23,1,1,1354,1,1,8.00,8.00,-2.00,0.00
168,0,5,0,23,1,0,848,3,0,-12.00,6.00,-12.00,0.00
168,0,6,0,23,1,0,614,3,0,-18.75,10.00,-18.75,0.00
168,0,7,0,23,1,0,908,3,1,5.00,5.00,-8.13,0.00
168,0,8,0,23,0,1,634,0,0,0.00,12.00,0.00,4.00
168,0,9,0,23,1,1,1047,1,1,9.00,9.00,-9.00,0.00
168,0,10,0,23,0,0,932,3,0,0.00,22.00,0.00,13.00
168,0,11,0,23,1,0,930,3,0,-7.00,8.00,-7.00,0.00
168,0,12,0,23,1,0,752,3,1,4.00,4.00,-8.00,0.00
168,0,13,0,23,0,1,733,1,1,25.00,25.00,0.00,9.00
168,0,14,0,23,1,1,1059,0,0,-3.75,2.00,-3.75,0.00
168,0,15,0,23,1,1,688,1,1,2.00,2.00,-1.25,0.00
168,0,16,0,23,1,0,972,3,1,6.00,6.00,-9.00,0.00
168,0,17,0,23,0,0,1746,3,1,13.00,13.00,0.00,6.00
168,0,18,0,23,1,1,849,0,0,-4.00,4.00,-4.00,0.00
168,0,19,0,23,0,1,679,1,1,7.00,7.00,0.00,3.00
168,0,20,0,23,0,1,564,1,1,3.25,3.25,0.00,1.00
168,0,21,0,23,1,1,473,1,1,4.00,4.00,-1.00,0.00
168,0,22,0,23,0,0,982,3,0,0.00,8.00,0.00,4.25
168,0,23,0,23,0,1,1260,0,0,0.00,17.00,0.00,9.00
168,0,24,0,23,1,1,1026,1,1,12.00,12.00,-18.00,0.00
168,0,25,0,23,1,1,968,0,0,-5.00,5.00,-5.00,0.00
168,0,26,0,23,0,1,294,1,1,4.00,4.00,0.00,2.25
168,0,27,0,23,1,0,1036,3,0,-9.00,12.00,-9.00,0.00
168,0,28,0,23,1,0,953,3,1,8.00,8.00,-9.00,0.00
168,0,29,0,23,1,1,509,0,0,-4.38,5.00,-4.38,0.00
168,0,30,0,23,1,1,243,0,0,-13.00,8.00,-13.00,0.00
168,0,1,0,23,1,1,1229,0,0,-2.25,2.00,-2.25,0.00
168,0,2,0,23,1,0,875,3,1,6.00,6.00,-4.50,0.00
168,0,3,0,23,1,0,1200,3,1,2.00,2.00,-3.25,0.00
168,0,4,0,23,0,0,990,3,0,0.00,22.00,0.00,10.00
168,0,5,0,23,1,1,628,1,1,9.00,9.00,-4.50,0.00
168,0,6,0,23,0,1,1809,1,1,17.00,17.00,0.00,10.00
168,0,7,0,23,0,1,471,1,1,4.00,4.00,0.00,2.00
168,0,8,0,23,1,1,1357,0,0,-2.00,4.00,-2.00,0.00
168,0,9,0,23,0,1,1610,1,1,11.00,11.00,0.00,6.00
168,0,10,0,23,0,0,320,3,0,0.00,7.00,0.00,4.00
168,0,11,0,23,1,1,6,0,0,-3.75,10.00,-3.75,0.00
168,0,12,0,23,1,0,419,3,1,12.00,12.00,-24.00,0.00
168,0,13,0,23,1,1,688,0,0,-10.50,6.00,-10.50,0.00
168,0,14,0,23,1,0,1230,3,0,-9.38,5.00,-9.38,0.00
168,0,15,0,23,1,1,1467,1,1,8.00,8.00,-5.00,0.00
168,0,16,0,23,1,1,737,1,1,5.00,5.00,-3.13,0.00
168,0,17,0,23,0,0,1927,3,0,0.00,30.00,0.00,12.00
168,0,18,0,23,1,0,1853,3,1,4.00,4.00,-7.00,0.00
168,0,19,0,23,1,1,482,1,1,10.00,10.00,-13.75,0.00
168,0,20,0,23,1,0,1609,3,0,-15.00,8.00,-15.00,0.00
168,0,21,0,23,0,1,845,1,1,24.00,24.00,0.00,12.00
168,0,22,0,23,1,1,1771,0,0,-15.00,12.00,-15.00,0.00
168,0,23,0,23,1,0,608,3,0,-18.00,9.00,-18.00,0.00
168,0,24,0,23,0,0,813,3,1,13.00,13.00,0.00,5.00
168,0,25,0,23,1,1,875,1,1,2.00,2.00,-0.75,0.00
168,0,26,0,23,1,1,353,0,0,-6.00,12.00,-6.00,0.00
168,0,27,0,23,0,1,423,0,0,0.00,8.00,0.00,3.00
168,0,28,0,23,1,1,525,1,1,8.00,8.00,-6.00,0.00
168,0,29,0,23,1,,0,,0,-5.00,4.00,-5.00,0.00
168,0,30,0,23,1,1,408,0,0,-6.00,6.00,-6.00,0.00
168,0,1,0,23,1,0,681,3,1,9.00,9.00,-11.25,0.00
168,0,2,0,23,1,1,1351,1,1,12.00,12.00,-21.00,0.00
168,0,3,0,23,1,1,1693,1,1,5.00,5.00,-6.88,0.00
168,0,4,0,23,1,0,306,3,0,-3.00,12.00,-3.00,0.00
168,0,5,0,23,0,1,551,1,1,5.00,5.00,0.00,2.00
168,0,6,0,23,1,1,989,0,0,-6.75,9.00,-6.75,0.00
168,0,7,0,23,0,1,547,0,0,0.00,26.00,0.00,10.00
168,0,8,0,23,1,1,361,1,1,8.00,8.00,-3.00,0.00
168,0,9,0,23,0,,0,,1,19.00,19.00,0.00,8.00
168,0,10,0,23,0,0,315,3,0,0.00,25.00,0.00,10.00
168,0,11,0,23,1,1,497,0,0,-1.88,5.00,-1.88,0.00
168,0,12,0,23,1,1,399,0,0,-2.75,2.00,-2.75,0.00
168,0,13,0,23,1,1,796,1,1,2.00,2.00,-1.75,0.00
168,0,14,0,23,1,1,1426,0,0,-11.25,10.00,-11.25,0.00
168,0,15,0,23,0,0,551,3,0,0.00,5.00,0.00,3.00
168,0,16,0,23,1,1,1189,1,1,9.00,9.00,-2.25,0.00
168,0,17,0,23,1,1,1602,0,0,-11.00,8.00,-11.00,0.00
168,0,18,0,23,1,1,528,1,1,4.00,4.00,-3.00,0.00
168,0,19,0,23,1,1,158,1,1,6.00,6.00,-1.50,0.00
168,0,20,0,23,1,0,268,3,0,-13.50,9.00,-13.50,0.00
168,0,21,0,23,1,0,305,3,0,-5.63,5.00,-5.63,0.00
168,0,22,0,23,1,1,239,0,0,-3.00,6.00,-3.00,0.00
168,0,23,0,23,1,,0,,1,10.00,10.00,-16.25,0.00
168,0,24,0,23,1,1,689,1,1,5.00,5.00,-2.50,0.00
168,0,25,0,23,0,0,319,3,0,0.00,28.00,0.00,13.00
168,0,26,0,23,1,1,605,1,1,10.00,10.00,-6.25,0.00
168,0,27,0,23,0,1,802,0,0,0.00,12.00,0.00,5.00
168,0,28,0,23,1,1,896,0,0,-12.00,12.00,-12.00,0.00
168,0,29,0,23,1,1,662,1,1,4.00,4.00,-6.00,0.00
168,0,30,0,23,1,1,900,1,1,6.00,6.00,-7.50,0.00
168,-1,1,0,23,1,0,992,3,1,8.00,8.00,-9.00,0.00
168,-1,2,0,23,1,0,1805,3,0,-3.75,2.00,-3.75,0.00
168,-1,3,0,23,0,0,380,3,1,12.00,12.00,0.00,4.00
168,-1,4,0,23,0,1,1282,0,0,0.00,22.00,0.00,13.00
168,-1,5,0,23,1,1,1287,0,0,-4.38,5.00,-4.38,0.00
168,-1,6,0,23,1,0,1436,3,0,-18.75,10.00,-18.75,0.00
168,-1,7,0,23,1,1,1282,1,1,9.00,9.00,-9.00,0.00
168,-1,8,0,23,1,1,319,0,0,-1.25,2.00,-1.25,0.00
168,-1,9,0,23,1,1,333,1,1,4.00,4.00,-1.00,0.00
168,-1,10,0,23,1,1,1499,0,0,-13.00,8.00,-13.00,0.00
168,-1,11,0,23,1,1,496,1,1,8.00,8.00,-2.00,0.00
168,-1,12,0,23,1,1,1172,0,0,-12.00,6.00,-12.00,0.00
168,-1,13,0,23,1,1,402,0,0,-9.00,12.00,-9.00,0.00
168,-1,14,0,23,1,1,375,1,1,6.00,6.00,-9.00,0.00
168,-1,15,0,23,0,1,333,1,1,3.25,3.25,0.00,1.00
168,-1,16,0,23,0,0,787,3,1,7.00,7.00,0.00,3.00
168,-1,17,0,23,1,0,553,3,0,-7.00,8.00,-7.00,0.00
168,-1,18,0,23,0,0,407,3,1,25.00,25.00,0.00,9.00
168,-1,19,0,23,0,1,349,0,0,0.00,8.00,0.00,4.25
168,-1,20,0,23,1,1,810,0,0,-8.75,10.00,-8.75,0.00
168,-1,21,0,23,1,1,319,1,1,4.00,4.00,-8.00,0.00
168,-1,22,0,23,0,1,181,0,0,0.00,17.00,0.00,9.00
168,-1,23,0,23,1,1,1895,1,1,12.00,12.00,-18.00,0.00
168,-1,24,0,23,0,1,625,1,1,10.00,10.00,0.00,6.00
168,-1,25,0,23,0,1,631,0,0,0.00,13.00,0.00,6.00
168,-1,26,0,23,1,0,531,3,0,-15.75,9.00,-15.75,0.00
168,-1,27,0,23,1,0,1017,3,1,5.00,5.00,-8.13,0.00
168,-1,28,0,23,1,1,246,1,1,4.00,4.00,-4.00,0.00
168,-1,29,0,23,0,1,540,1,1,4.00,4.00,0.00,2.25
168,-1,30,0,23,1,1,322,0,0,-5.00,5.00,-5.00,0.00
168,-1,1,0,23,0,0,42,3,0,0.00,30.00,0.00,12.00
168,-1,2,0,23,1,1,656,0,0,-6.00,12.00,-6.00,0.00
168,-1,3,0,23,1,1,676,1,1,4.00,4.00,-5.00,0.00
168,-1,4,0,23,0,1,587,0,0,0.00,17.00,0.00,10.00
168,-1,5,0,23,1,1,1272,1,1,2.00,2.00,-3.25,0.00
168,-1,6,0,23,1,1,1222,0,0,-6.00,6.00,-6.00,0.00
168,-1,7,0,23,1,1,659,1,1,6.00,6.00,-4.50,0.00
168,-1,8,0,23,1,1,1713,0,0,-2.00,4.00,-2.00,0.00
168,-1,9,0,23,0,1,983,1,1,4.00,4.00,0.00,2.00
168,-1,10,0,23,1,0,1043,3,1,9.00,9.00,-4.50,0.00
168,-1,11,0,23,1,1,1481,0,0,-24.00,12.00,-24.00,0.00
168,-1,12,0,23,0,0,343,3,1,22.00,22.00,0.00,10.00
168,-1,13,0,23,1,0,1053,3,1,4.00,4.00,-7.00,0.00
168,-1,14,0,23,1,,0,,1,2.00,2.00,-0.75,0.00
168,-1,15,0,23,1,1,1,0,0,-2.25,2.00,-2.25,0.00
168,-1,16,0,23,1,0,541,3,0,-9.38,5.00,-9.38,0.00
168,-1,17,0,23,1,0,363,3,0,-15.00,8.00,-15.00,0.00
168,-1,18,0,23,1,,0,,1,8.00,8.00,-5.00,0.00
168,-1,19,0,23,1,1,318,1,1,10.00,10.00,-13.75,0.00
168,-1,20,0,23,0,1,212,0,0,0.00,8.00,0.00,3.00
168,-1,21,0,23,1,0,1666,3,1,8.00,8.00,-6.00,0.00
168,-1,22,0,23,0,0,128,3,1,13.00,13.00,0.00,5.00
168,-1,23,0,23,0,0,1604,3,1,24.00,24.00,0.00,12.00
168,-1,24,0,23,1,0,866,3,0,-18.00,9.00,-18.00,0.00
168,-1,25,0,23,0,0,945,3,0,0.00,7.00,0.00,4.00
168,-1,26,0,23,1,1,1295,0,0,-3.75,10.00,-3.75,0.00
168,-1,27,0,23,1,1,324,1,1,5.00,5.00,-3.13,0.00
168,-1,28,0,23,1,0,506,3,0,-15.00,12.00,-15.00,0.00
168,-1,29,0,23,1,0,399,3,0,-10.50,6.00,-10.50,0.00
168,-1,30,0,23,0,0,380,3,1,11.00,11.00,0.00,6.00
168,-1,1,0,23,1,0,618,3,1,9.00,9.00,-11.25,0.00
168,-1,2,0,23,1,0,408,3,1,6.00,6.00,-7.50,0.00
168,-1,3,0,23,1,0,573,3,0,-21.00,12.00,-21.00,0.00
168,-1,4,0,23,0,0,828,3,1,19.00,19.00,0.00,8.00
168,-1,5,0,23,0,0,634,3,0,0.00,12.00,0.00,5.00
168,-1,6,0,23,1,0,576,3,0,-13.50,9.00,-13.50,0.00
168,-1,7,0,23,1,0,372,3,1,10.00,10.00,-16.25,0.00
168,-1,8,0,23,1,1,258,0,0,-3.00,6.00,-3.00,0.00
168,-1,9,0,23,1,1,919,0,0,-12.00,12.00,-12.00,0.00
168,-1,10,0,23,1,1,1741,1,1,5.00,5.00,-6.88,0.00
168,-1,11,0,23,1,1,1235,0,0,-2.75,2.00,-2.75,0.00
168,-1,12,0,23,1,1,376,0,0,-3.00,12.00,-3.00,0.00
168,-1,13,0,23,1,1,301,1,1,5.00,5.00,-2.50,0.00
168,-1,14,0,23,1,1,587,0,0,-5.63,5.00,-5.63,0.00
168,-1,15,0,23,1,1,328,0,0,-3.00,4.00,-3.00,0.00
168,-1,16,0,23,1,0,406,3,1,4.00,4.00,-6.00,0.00
168,-1,17,0,23,0,1,340,1,1,5.00,5.00,0.00,2.00
168,-1,18,0,23,1,1,90,1,1,9.00,9.00,-2.25,0.00
168,-1,19,0,23,0,1,1008,0,0,0.00,26.00,0.00,10.00
168,-1,20,0,23,1,1,404,1,1,6.00,6.00,-1.50,0.00
168,-1,21,0,23,1,0,1578,3,1,10.00,10.00,-6.25,0.00
168,-1,22,0,23,1,0,688,3,0,-6.75,9.00,-6.75,0.00
168,-1,23,0,23,1,0,301,3,1,8.00,8.00,-3.00,0.00
168,-1,24,0,23,1,1,475,0,0,-11.25,10.00,-11.25,0.00
168,-1,25,0,23,0,1,1009,1,1,5.00,5.00,0.00,3.00
168,-1,26,0,23,1,1,271,1,1,2.00,2.00,-1.75,0.00
168,-1,27,0,23,0,0,1220,3,0,0.00,28.00,0.00,13.00
168,-1,28,0,23,1,1,346,1,1,8.00,8.00,-11.00,0.00
168,-1,29,0,23,0,1,655,0,0,0.00,25.00,0.00,10.00
168,-1,30,0,23,1,0,1165,3,0,-1.88,5.00,-1.88,0.00
168,1,1,0,23,1,0,668,3,0,-3.75,2.00,-3.75,0.00
168,1,2,0,23,0,0,264,3,1,17.00,17.00,0.00,9.00
168,1,3,0,23,1,0,334,3,0,-15.75,9.00,-15.75,0.00
168,1,4,0,23,1,1,340,0,0,-8.75,10.00,-8.75,0.00
168,1,5,0,23,0,1,282,1,1,3.25,3.25,0.00,1.00
168,1,6,0,23,1,1,560,0,0,-12.00,6.00,-12.00,0.00
168,1,7,0,23,1,1,629,1,1,6.00,6.00,-9.00,0.00
168,1,8,0,23,1,1,83,1,1,12.00,12.00,-18.00,0.00
168,1,9,0,23,1,1,471,1,1,9.00,9.00,-9.00,0.00
168,1,10,0,23,0,1,277,0,0,0.00,13.00,0.00,6.00
168,1,11,0,23,0,,0,,0,0.00,22.00,0.00,13.00
168,1,12,0,23,0,1,288,1,1,7.00,7.00,0.00,3.00
168,1,13,0,23,1,1,1398,1,1,5.00,5.00,-5.00,0.00
168,1,14,0,23,1,1,788,0,0,-9.00,12.00,-9.00,0.00
